state_name;affiliation_state;affiliation_country;affiliation_name;citied_by;cover_date;country_name;area_km2
newsouthwales;nsw;australia;universityoftechnologysydney;35;2023-11-01;australia;801934.7316220269
michigan;mi;unitedstates;barbaraannkarmanoscancerinstitute;35;2023-08-01;unitedstates;250043.5692191957
illinois;il;unitedstates;universityofillinoisatchicago;28;2023-07-01;unitedstates;150153.0283211724
newyork;ny;unitedstates;broadridgefinancialsolutionsinc.;23;2023-01-01;unitedstates;136932.6539458316
tamilnadu;tn;india;velloreinstituteoftechnology;23;2023-01-01;india;130683.6903163263
texas;tx;unitedstates;utsouthwesternmedicalcenter;21;2023-12-01;unitedstates;685338.8687343894
washington;wa;unitedstates;instituteforsystemsbiology;21;2023-09-01;;
;islamabad;pakistan;healthservicesacademyislamabad;51;2023-01-01;;
barcelona;barcelona;spain;universitatobertadecatalunya;50;2023-01-01;;7753.0499164184
zuid-holland;zuid-holland;netherlands;leidsuniversitairmedischcentrum;48;2023-03-01;;3194.8081331608
;munster;ireland;kemmybusinessschool;38;2023-05-01;;
konya;konya;turkey;konyatechnicaluniversity;30;2023-03-15;;40261.8049956709
oxfordshire;oxfordshire;unitedkingdom;universityofoxfordmedicalsciencesdivision;26;2023-11-30;;2617.0936147012
;minya;egypt;facultyofcomputersandinformation;24;2023-09-01;;
;rabat-sale-kenitra;morocco;ecolenationaledessciencesappliqueesdekenitra;24;2023-06-01;;
nordrhein-westfalen;nordrhein-westfalen;germany;universityofmunster;24;2023-09-01;;34537.8361635312
guangdong;guangdong;china;firstaffiliatedhospitalofjinanuniversity;21;2023-09-01;;175489.8177846857
;na;taiwan;nationaltaipeiuniversityofnursingandhealthsciences;58;2023-03-01;;
;na;unitedkingdom;universitycollegelondon;49;2023-03-01;;
;na;na;na;40;2023-09-12;;
;na;india;driemsautonomouscollege;36;2023-01-01;;
;na;na;na;34;2023-05-01;;
;na;bangladesh;hajeemohammaddaneshscienceandtechnologyuniversity;33;2023-12-01;;
;na;unitedkingdom;imperialcollegelondon;30;2023-11-01;;
florida;fl;unitedstates;faucollegeofengineeringandcomputerscience;39;2023-12-01;;146717.8790698472
florida;fl;unitedstates;faucollegeofengineeringandcomputerscience;39;2023-12-01;;146717.8790698472
